Município;UF;Pop. urb.;Reg.;Cod. nacional;ALGAR CELULAR S/A: Atende;ALGAR CELULAR S/A: Nº ERBs;CLARO S.A.: Atende;CLARO S.A.: Nº ERBs;NEXTEL TELECOMUNICACOES LTDA: Atende;NEXTEL TELECOMUNICACOES LTDA: Nº ERBs;OI MÓVEL S.A.: Atende;OI MÓVEL S.A.: Nº ERBs;SERCOMTEL CELULAR S.A.: Atende;SERCOMTEL CELULAR S.A.: Nº ERBs;TELEFÔNICA BRASIL S.A.: Atende;TELEFÔNICA BRASIL S.A.: Nº ERBs;TIM CELULAR S.A.: Atende;TIM CELULAR S.A.: Nº ERBs;TNL PCS S.A.: Atende;TNL PCS S.A.:Nº ERBs
 Rancho Queimado;SC;2827;II;48;Não;0;Sim;1;Não;0;Sim;1;Não;0;Sim;2;Sim;2;Não;0
 Rio das Antas;SC;6245;II;49;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1;Não;0;Não;0
 Rio do Campo;SC;6185;II;47;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0
 Rio do Oeste;SC;7319;II;47;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;2;Não;0
 Rio do Sul;SC;65256;II;47;Não;0;Sim;8;Não;0;Sim;2;Não;0;Sim;5;Sim;7;Não;0
 Rio dos Cedros;SC;10879;II;47;Não;0;Sim;1;Não;0;Sim;2;Não;0;Sim;1;Sim;1;Não;0
 Rio Fortuna;SC;4557;II;48;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1;Não;0;Não;0
 Rio Negrinho;SC;41167;II;47;Não;0;Sim;1;Não;0;Sim;3;Não;0;Sim;2;Sim;2;Não;0
 Rio Rufino;SC;2482;II;49;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Riqueza;SC;4810;II;49;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0
 Rodeio;SC;11270;II;47;Não;0;Sim;1;Não;0;Sim;1;Não;0;Sim;1;Sim;2;Não;0
 Romelândia;SC;5421;II;49;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0;Sim;1;Não;0
 Salete;SC;7553;II;47;Não;0;Sim;1;Não;0;Sim;1;Não;0;Sim;1;Sim;2;Não;0
 Saltinho;SC;3948;II;49;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0
 Salto Veloso;SC;4495;II;49;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0
 Sangão;SC;11294;II;48;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Não;0
 Santa Cecília;SC;16315;II;49;Não;0;Sim;1;Não;0;Sim;1;Não;0;Sim;1;Sim;1;Não;0
 Santa Helena;SC;2354;II;49;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Santa Rosa de Lima;SC;2116;II;48;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0
 Santa Rosa do Sul;SC;8261;II;48;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Santa Terezinha;SC;8883;II;47;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0;Sim;1;Não;0
 Santa Terezinha do Progresso;SC;2776;II;49;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0
 Santiago do Sul;SC;1414;II;49;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0
 Santo Amaro da Imperatriz;SC;21221;II;48;Não;0;Sim;2;Não;0;Sim;1;Não;0;Sim;2;Sim;2;Não;0
 São Bento do Sul;SC;78998;II;47;Não;0;Sim;5;Não;0;Sim;3;Não;0;Sim;5;Sim;10;Não;0
 São Bernardino;SC;2641;II;49;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0
 São Bonifácio;SC;2989;II;48;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 São Carlos;SC;10753;II;49;Não;0;Sim;1;Não;0;Sim;1;Não;0;Sim;2;Sim;2;Não;0
 São Cristovão do Sul;SC;5255;II;49;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;3;Sim;1;Não;0
 São Domingos;SC;9530;II;49;Não;0;Sim;1;Não;0;Sim;1;Não;0;Sim;1;Sim;1;Não;0
 São Francisco do Sul;SC;46477;II;47;Não;0;Sim;5;Não;0;Sim;4;Não;0;Sim;4;Sim;6;Não;0
 São João Batista;SC;30337;II;48;Não;0;Sim;1;Não;0;Sim;1;Não;0;Sim;1;Sim;1;Não;0
 São João do Itaperiú;SC;3578;II;47;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 São João do Oeste;SC;6211;II;49;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0
 São João do Sul;SC;7183;II;48;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 São Joaquim;SC;25841;II;49;Não;0;Sim;1;Não;0;Sim;2;Não;0;Sim;1;Sim;2;Não;0
 São José;SC;224779;II;48;Não;0;Sim;12;Sim;16;Sim;29;Não;0;Sim;16;Sim;19;Não;0
 São José do Cedro;SC;13904;II;49;Não;0;Sim;1;Não;0;Sim;1;Não;0;Sim;1;Sim;1;Não;0
 São José do Cerrito;SC;9061;II;49;Não;0;Sim;1;Não;0;Sim;1;Não;0;Sim;1;Não;0;Não;0
 São Lourenço do Oeste;SC;22786;II;49;Não;0;Sim;2;Não;0;Sim;1;Não;0;Sim;1;Sim;2;Não;0
 São Ludgero;SC;11940;II;48;Não;0;Sim;1;Não;0;Sim;2;Não;0;Sim;1;Sim;3;Não;0
 São Martinho;SC;3239;II;48;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0
 São Miguel da Boa Vista;SC;1897;II;49;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0
 São Miguel do Oeste;SC;38162;II;49;Não;0;Sim;2;Não;0;Sim;3;Não;0;Sim;1;Sim;1;Não;0
 São Pedro de Alcântara;SC;5139;II;48;Não;0;Sim;1;Sim;1;Sim;1;Não;0;Não;0;Não;0;Não;0
 Saudades;SC;9382;II;49;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Schroeder;SC;17538;II;47;Não;0;Sim;1;Não;0;Sim;1;Não;0;Sim;1;Sim;1;Não;0
 Seara;SC;17351;II;49;Não;0;Sim;1;Não;0;Sim;1;Não;0;Sim;1;Sim;1;Não;0
 Serra Alta;SC;3323;II;49;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Siderópolis;SC;13499;II;48;Não;0;Sim;2;Não;0;Sim;1;Não;0;Sim;1;Sim;2;Não;0
 Sombrio;SC;28209;II;48;Não;0;Sim;1;Não;0;Sim;1;Não;0;Sim;1;Sim;2;Não;0
 Sul Brasil;SC;2698;II;49;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0
 Taió;SC;17856;II;47;Não;0;Sim;1;Não;0;Sim;1;Não;0;Sim;1;Sim;1;Não;0
 Tangará;SC;8777;II;49;Não;0;Sim;1;Não;0;Sim;1;Não;0;Sim;1;Sim;1;Não;0
 Tigrinhos;SC;1746;II;49;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0
 Tijucas;SC;33847;II;48;Não;0;Sim;1;Não;0;Sim;2;Não;0;Sim;2;Sim;3;Não;0
 Timbé do Sul;SC;5387;II;48;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1;Não;0;Não;0
 Timbó;SC;39740;II;47;Não;0;Sim;2;Não;0;Sim;2;Não;0;Sim;3;Sim;3;Não;0
 Timbó Grande;SC;7495;II;49;Não;0;Sim;1;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0
 Três Barras;SC;18740;II;47;Não;0;Sim;3;Não;0;Sim;1;Não;0;Sim;1;Sim;2;Não;0
 Treviso;SC;3706;II;48;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0
 Treze de Maio;SC;7036;II;48;Não;0;Não;0;Sim;1;Sim;1;Não;0;Não;0;Sim;2;Não;0
 Treze Tílias;SC;6925;II;49;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;3;Não;0
 Trombudo Central;SC;6901;II;47;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Tubarão;SC;101284;II;48;Não;0;Sim;9;Não;0;Sim;6;Não;0;Sim;5;Sim;14;Não;0
 Tunápolis;SC;4660;II;49;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Turvo;SC;12353;II;48;Não;0;Sim;1;Não;0;Sim;1;Não;0;Sim;1;Sim;1;Não;0
 União do Oeste;SC;2802;II;49;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0
 Urubici;SC;11012;II;49;Não;0;Sim;1;Não;0;Sim;1;Não;0;Sim;1;Sim;1;Não;0
 Urupema;SC;2507;II;49;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Urussanga;SC;20826;II;48;Não;0;Sim;1;Não;0;Sim;2;Não;0;Sim;1;Sim;3;Não;0
 Vargeão;SC;3590;II;49;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0
 Vargem;SC;2718;II;49;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0
 Vargem Bonita;SC;4752;II;49;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2;Sim;1;Não;0
 Vidal Ramos;SC;6377;II;47;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0
 Videira;SC;49768;II;49;Não;0;Sim;3;Não;0;Sim;2;Não;0;Sim;3;Sim;4;Não;0
 Vitor Meireles;SC;5190;II;47;Não;0;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0
 Witmarsum;SC;3769;II;47;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0;Sim;2;Não;0
 Xanxerê;SC;46981;II;49;Não;0;Sim;2;Não;0;Sim;3;Não;0;Sim;2;Sim;4;Não;0
 Xavantina;SC;4124;II;49;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0
 Xaxim;SC;27039;II;49;Não;0;Sim;1;Não;0;Sim;1;Não;0;Sim;1;Sim;1;Não;0
 Zortéa;SC;3153;II;49;Não;0;Sim;1;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0
 Amparo de São Francisco;SE;2358;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Aquidabã;SE;21023;I;79;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;1
 Aracaju;SE;614577;I;79;Não;0;Sim;34;Sim;20;Não;0;Não;0;Sim;78;Sim;73;Sim;55
 Arauá;SE;10796;I;79;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1
 Areia Branca;SE;17825;I;79;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Barra dos Coqueiros;SE;27495;I;79;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;7;Sim;3;Sim;3
 Boquim;SE;26529;I;79;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;3;Sim;1;Sim;1
 Brejo Grande;SE;8110;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Campo do Brito;SE;17594;I;79;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Canhoba;SE;4057;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Canindé de São Francisco;SE;27136;I;79;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Capela;SE;32666;I;79;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Carira;SE;21109;I;79;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1
 Carmópolis;SE;14937;I;79;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;1
 Cedro de São João;SE;5846;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Cristinápolis;SE;17536;I;79;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1
 Cumbe;SE;3955;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Divina Pastora;SE;4715;I;79;Não;0;Não;0;Sim;1;Não;0;Não;0;Não;0;Não;0;Sim;1
 Estância;SE;67491;I;79;Não;0;Sim;4;Não;0;Não;0;Não;0;Sim;7;Sim;4;Sim;3
 Feira Nova;SE;5529;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Frei Paulo;SE;14730;I;79;Não;0;Sim;3;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1
 Gararu;SE;11712;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 General Maynard;SE;3143;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Gracho Cardoso;SE;5824;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Ilha das Flores;SE;8582;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Indiaroba;SE;16940;I;79;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1
 Itabaiana;SE;91873;I;79;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;9;Sim;1;Sim;1
 Itabaianinha;SE;40821;I;79;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Itabi;SE;5048;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Itaporanga d'Ajuda;SE;32496;I;79;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;3;Sim;1;Sim;1
 Japaratuba;SE;17903;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Japoatã;SE;13253;I;79;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1
 Lagarto;SE;100330;I;79;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;5;Sim;1;Sim;1
 Laranjeiras;SE;28533;I;79;Não;0;Sim;4;Não;0;Não;0;Não;0;Sim;4;Sim;1;Sim;1
 Macambira;SE;6723;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Malhada dos Bois;SE;3610;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Malhador;SE;12501;I;79;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Maruim;SE;16998;I;79;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Moita Bonita;SE;11350;I;79;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Monte Alegre de Sergipe;SE;14513;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Muribeca;SE;7598;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Neópolis;SE;18964;I;79;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Nossa Senhora Aparecida;SE;8788;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Nossa Senhora da Glória;SE;34799;I;79;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;1
 Nossa Senhora das Dores;SE;25839;I;79;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Nossa Senhora de Lourdes;SE;6456;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Nossa Senhora do Socorro;SE;172547;I;79;Não;0;Sim;11;Não;0;Não;0;Não;0;Sim;9;Sim;1;Sim;11
 Pacatuba;SE;13896;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1
 Pedra Mole;SE;3141;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Pedrinhas;SE;9298;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;2;Não;0;Sim;1
 Pinhão;SE;6318;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Pirambu;SE;8877;I;79;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Poço Redondo;SE;32949;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1
 Poço Verde;SE;23078;I;79;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1
 Porto da Folha;SE;28237;I;79;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;2
 Propriá;SE;29467;I;79;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;1
 Riachão do Dantas;SE;19937;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Riachuelo;SE;9863;I;79;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Não;0;Sim;1
 Ribeirópolis;SE;18071;I;79;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Rosário do Catete;SE;10013;I;79;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;1
 Salgado;SE;19994;I;79;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1
 Santa Luzia do Itanhy;SE;13628;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1
 Santa Rosa de Lima;SE;3886;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Santana do São Francisco;SE;7456;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 Santo Amaro das Brotas;SE;11899;I;79;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1
 São Cristóvão;SE;84620;I;79;Não;0;Sim;5;Não;0;Não;0;Não;0;Sim;4;Sim;1;Sim;3
 São Domingos;SE;10801;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 São Francisco;SE;3705;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1
 São Miguel do Aleixo;SE;3859;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Simão Dias;SE;40199;I;79;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Siriri;SE;8496;I;79;Não;0;Não;0;Sim;1;Não;0;Não;0;Sim;2;Não;0;Não;0
 Telha;SE;3117;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Tobias Barreto;SE;50557;I;79;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;3;Sim;1;Sim;1
 Tomar do Geru;SE;13192;I;79;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Sim;1
 Umbaúba;SE;23950;I;79;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;1
 Adamantina;SP;34953;III;18;Não;0;Sim;3;Não;0;Não;0;Não;0;Sim;3;Sim;1;Sim;1
 Adolfo;SP;3639;III;17;Não;0;Sim;1;Sim;1;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Aguaí;SP;34188;III;19;Não;0;Sim;5;Sim;1;Não;0;Não;0;Sim;2;Sim;3;Sim;2
 Águas da Prata;SP;7942;III;19;Não;0;Sim;1;Sim;1;Não;0;Não;0;Sim;2;Sim;1;Sim;1
 Águas de Lindóia;SP;18108;III;19;Não;0;Sim;2;Sim;2;Não;0;Não;0;Sim;3;Sim;2;Sim;2
 Águas de Santa Bárbara;SP;5876;III;14;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;5;Sim;3;Não;0
 Águas de São Pedro;SP;3004;III;19;Não;0;Sim;1;Sim;1;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Agudos;SP;36150;III;14;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;3;Sim;1;Sim;1
 Alambari;SP;5356;III;15;Não;0;Sim;2;Sim;0;Não;0;Não;0;Sim;2;Sim;2;Sim;2
 Alfredo Marcondes;SP;4064;III;18;Não;0;Sim;1;Sim;1;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Altair;SP;4010;III;17;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Altinópolis;SP;16137;III;16;Sim;3;Sim;3;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;1
 Alto Alegre;SP;4193;III;18;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Não;0
 Alumínio;SP;17784;III;11;Não;0;Sim;5;Sim;2;Não;0;Não;0;Sim;2;Sim;2;Sim;3
 Álvares Florence;SP;3915;III;17;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Álvares Machado;SP;24482;III;18;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Álvaro de Carvalho;SP;4937;III;14;Não;0;Sim;1;Sim;1;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Alvinlândia;SP;3137;III;14;Não;0;Não;0;Sim;1;Não;0;Não;0;Sim;1;Não;0;Não;0
 Americana;SP;224551;III;19;Não;0;Sim;21;Sim;14;Não;0;Não;0;Sim;10;Sim;12;Sim;11
 Américo Brasiliense;SP;37165;III;16;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;3;Sim;2;Sim;2
 Américo de Campos;SP;5916;III;17;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;1
 Amparo;SP;69322;III;19;Não;0;Sim;8;Sim;6;Não;0;Não;0;Sim;7;Sim;6;Sim;4
 Analândia;SP;4612;III;19;Não;0;Sim;2;Sim;1;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Andradina;SP;57145;III;18;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;2;Sim;4;Sim;3
 Angatuba;SP;23666;III;15;Não;0;Sim;4;Sim;3;Não;0;Não;0;Sim;3;Sim;4;Sim;6
 Anhembi;SP;6120;III;14;Não;0;Sim;2;Sim;1;Não;0;Não;0;Sim;2;Sim;2;Sim;2
 Anhumas;SP;3941;III;18;Não;0;Sim;1;Sim;1;Não;0;Não;0;Sim;2;Sim;1;Não;0
 Aparecida;SP;36151;III;12;Não;0;Sim;4;Sim;2;Não;0;Não;0;Sim;3;Sim;3;Sim;3
 Aparecida d'Oeste;SP;4468;III;17;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Apiaí;SP;25491;III;15;Não;0;Sim;1;Sim;1;Não;0;Não;0;Sim;3;Sim;1;Sim;2
 Araçariguama;SP;19144;III;11;Não;0;Sim;5;Sim;2;Não;0;Não;0;Sim;4;Sim;2;Sim;2
 Araçatuba;SP;190536;III;18;Não;0;Sim;13;Não;0;Não;0;Não;0;Sim;17;Sim;13;Sim;18
 Araçoiaba da Serra;SP;30088;III;15;Não;0;Sim;2;Sim;1;Não;0;Não;0;Sim;10;Sim;2;Sim;3
 Aramina;SP;5416;III;16;Sim;3;Sim;2;Sim;1;Não;0;Não;0;Sim;3;Sim;0;Sim;2
 Arandu;SP;6334;III;14;Não;0;Sim;1;Sim;1;Não;0;Não;0;Sim;3;Sim;1;Sim;1
 Arapeí;SP;2541;III;12;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Araraquara;SP;222036;III;16;Não;0;Sim;16;Sim;16;Não;0;Não;0;Sim;18;Sim;13;Sim;20
 Araras;SP;126391;III;19;Não;0;Sim;9;Sim;6;Não;0;Não;0;Sim;14;Sim;6;Sim;9
 Arco-Íris;SP;1925;III;14;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Arealva;SP;8245;III;14;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Areias;SP;3839;III;12;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Sim;1;Não;0
 Areiópolis;SP;10989;III;14;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Sim;2;Sim;2
 Ariranha;SP;9095;III;17;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Artur Nogueira;SP;48420;III;19;Não;0;Sim;2;Sim;2;Não;0;Não;0;Sim;2;Sim;2;Sim;1
 Arujá;SP;81326;III;11;Não;0;Sim;6;Sim;9;Não;0;Não;0;Sim;9;Sim;5;Sim;6
 Aspásia;SP;1854;III;17;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Assis;SP;100204;III;18;Não;0;Sim;6;Não;0;Não;0;Não;0;Sim;7;Sim;6;Sim;7
 Atibaia;SP;134567;III;11;Não;0;Sim;13;Sim;12;Não;0;Não;0;Sim;14;Sim;12;Sim;18
 Auriflama;SP;14831;III;17;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Avaí;SP;5210;III;14;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;4;Sim;2;Sim;2
 Avanhandava;SP;12307;III;18;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;3;Sim;2;Sim;2
 Avaré;SP;87238;III;14;Não;0;Sim;6;Não;0;Não;0;Não;0;Sim;10;Sim;5;Sim;9
 Bady Bassitt;SP;15851;III;17;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;2
 Balbinos;SP;4433;III;14;Não;0;Não;0;Sim;1;Não;0;Não;0;Sim;2;Não;0;Não;0
 Bálsamo;SP;8631;III;17;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;1
 Bananal;SP;10680;III;12;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Barão de Antonina;SP;3297;III;15;Não;0;Não;0;Não;0;Não;0;Não;0;Sim;1;Não;0;Não;0
 Barbosa;SP;6998;III;18;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
 Bariri;SP;33466;III;14;Não;0;Sim;1;Não;0;Não;0;Não;0;Sim;1;Sim;2;Sim;1
 Barra Bonita;SP;36310;III;14;Não;0;Sim;2;Não;0;Não;0;Não;0;Sim;2;Sim;1;Sim;2
 Barra do Chapéu;SP;5514;III;15;Não;0;Sim;1;Sim;1;Não;0;Não;0;Sim;2;Sim;1;Sim;1
 Barra do Turvo;SP;7878;III;15;Não;0;Sim;1;Sim;1;Não;0;Não;0;Sim;2;Sim;2;Sim;1
 Barretos;SP;117779;III;17;Não;0;Sim;12;Não;0;Não;0;Não;0;Sim;8;Sim;11;Sim;11
 Barrinha;SP;30506;III;16;Não;0;Sim;3;Não;0;Não;0;Não;0;Sim;1;Sim;1;Sim;1
